DATE INITIATED,RAPID RESPONSE IDENTIFIER,AGENCY ASSIGNED,NAME,ADDRESS,CITY,COUNTY,NUMBER OF POSITIVE CASES REPORTED
1/14/2021,RR-00034158,PED,COBRE CONSOLIDATED HIGH SCHOOL,1300 TOM FOY BLVD,BAYARD,GRANT,1
1/14/2021,RR-00034159,PED,HUMPHREY ELEMENTARY SCHOOL,9801 ACADEMY HILLS DR NE,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034127,HED,THE UNIVERSITY OF NEW MEXICO,1 UNIV OF NEW MEXICO,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034129,DOH,UNMH,2211 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,4
1/14/2021,RR-00034130,PED,RIO RANCHO MIDDLE SCHOOL,1600 LOMA COLORADO BLVD NE,RIO RANCHO,SANDOVAL,1
1/14/2021,RR-00034154,NMED,ALBERTSONS MARKET,2402 N GRIMES ST,HOBBS,LEA,1
1/14/2021,RR-00034156,NMED,SMITH'S FOOD & DRUG CTR,600 E 20TH ST,FARMINGTON,SAN JUAN,1
1/14/2021,RR-00034134,NMED,DOLLAR TREE,3211 COORS BLVD SW # SWC1,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034131,NMED,L & F DISTRIBUTORS,2200 N ATKINSON AVE,ROSWELL,CHAVES,1
1/14/2021,RR-00034135,DHI,SOUTHWESTERN HOME HEALTH,408 N AUBURN AVE # B,FARMINGTON,SAN JUAN,1
1/14/2021,RR-00034133,NMED,ETECH ENVIRONMENTAL & SAFETY SOLNS,3100 PLAINS HWY,LOVINGTON,LEA,1
1/14/2021,RR-00034140,PED,LAS CRUCES CATHOLIC SCHOOL,1331 N MIRANDA ST,LAS CRUCES,DONA ANA,1
1/14/2021,RR-00034136,PED,SIERRA MIDDLE SCHOOL,615 S SYCAMORE AVE,ROSWELL,CHAVES,1
1/14/2021,RR-00034137,NMED,ALBERTSONS MARKET,202 W CHURCH ST,CARLSBAD,EDDY,1
1/14/2021,RR-00034138,PED,ESPANOLA MIDDLE SCHOOL EAST,116 ESPINOSA AVE,ESPANOLA,RIO ARRIBA,1
1/14/2021,RR-00034143,NMED,CITY OF ALBUQUERQUE DEPT OF AVIATION,2200 SUNPORT BLVD SE,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034164,NMED,HOME DEPOT,3560 E MAIN ST,FARMINGTON,SAN JUAN,1
1/14/2021,RR-00034145,DOH,BASIN COORDINATED HEALTH CARE,1662 S SECOND ST,GALLUP,MC KINLEY,1
1/14/2021,RR-00034151,DOH,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,PORTALES,ROOSEVELT,1
1/14/2021,RR-00034152,ALTSD,SOUTH VALLEY CARE CTR,1629 BOWE LN SW,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034157,NMED,INTEL CORP,1600 RIO RANCHO DR SE,RIO RANCHO,SANDOVAL,1
1/14/2021,RR-00034148,NMED,AUTOZONE,3975 S MAIN ST,LAS CRUCES,DONA ANA,1
1/14/2021,RR-00034132,PED,CIELO AZUL ELEMENTARY,3804 SHILOH RD NE,RIO RANCHO,SANDOVAL,1
1/14/2021,RR-00034149,NMED,SONOMA FAMILY DENTAL,3340 RINCONADA BLVD # 2A,LAS CRUCES,DONA ANA,1
1/14/2021,RR-00034147,DHI,FAMILY FOOT HEALTH SPECIALISTS,718 LOMAS BLVD NW # A,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034165,PED,W D GATTIS MIDDLE SCHOOL,5100 N THORNTON ST,CLOVIS,CURRY,1
1/14/2021,RR-00034139,DHI,RIGHT AT HOME,3520 PAN AMERICAN FWY NE,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034141,CYFD,CONFIDENTIAL,CONFIDENTIAL,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034144,HED,THE UNIVERSITY OF NEW MEXICO,1 UNIV OF NEW MEXICO,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034174,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
1/14/2021,RR-00034184,DHI,BEN ARCHER HEALTH CTR,255 HIGHWAY 187,HATCH,DONA ANA,1
1/14/2021,RR-00034180,ALTSD,CANYON TRANSITIONAL REHAB CTR,10101 LAGRIMA DE ORO RD NE,ALBUQUERQUE,BERNALILLO,2
1/14/2021,RR-00034191,PED,CHAPARRAL ELEMENTARY SCHOOL,300 E LISA DR,CHAPARRAL,DONA ANA,1
1/14/2021,RR-00034176,PED,WHITE MOUNTAIN ELEMENTARY SCH,200 HORTON CIR,RUIDOSO,LINCOLN,1
1/14/2021,RR-00034209,NMED,CITY OF ALBUQUERQUE DEPT OF AVIATION,2200 SUNPORT BLVD SE,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034211,PED,NEW MEXICO SCHOOL-THE BLIND,1900 N WHITE SANDS BLVD,ALAMOGORDO,OTERO,1
1/14/2021,RR-00034214,NMED,LOWE'S HOME IMPROVEMENT,1510 W JOE HARVEY BLVD,HOBBS,LEA,1
1/14/2021,RR-00034215,ALTSD,COMFORT KEEPERS,1410 S MAIN ST,ROSWELL,CHAVES,1
1/14/2021,RR-00034199,DOH,CHRISTUS ST VINCENT MED CTR,455 SAINT MICHAELS DR,SANTA FE,SANTA FE,1
1/14/2021,RR-00034207,NMED,GLENCO INC,4600 MABRY DR,CLOVIS,CURRY,1
1/14/2021,RR-00034210,NMED,PNM RESOURCES,4201 EDITH BLVD NE,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034206,NMED,Marathon Petroleum,6700 Jefferson NE,Albuquerque,Bernalillo,1
1/14/2021,RR-00034213,PED,CARLSBAD HIGH SCHOOL,3000 W CHURCH ST,CARLSBAD,EDDY,1
1/14/2021,RR-00034208,NMED,SMITH'S FOOD & DRUG CTR,4800 MCMAHON BLVD NW,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034177,NMED,UPS CUSTOMER CTR,2401 COMANCHE RD NE,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034178,NMED,ROOFTOP PIZZERIA,60 E SAN FRANCISCO ST,SANTA FE,SANTA FE,1
1/14/2021,RR-00034190,PED,SUNSET ELEMENTARY SCHOOL,923 WALTER ST,CARLSBAD,EDDY,1
1/14/2021,RR-00034195,NMED,WOOD GROUP,900 BUCK JOHNSON RD,LOVING,EDDY,1
1/14/2021,RR-00034198,NMED,LONG JOHN SILVER'S,1514 E HISTORIC HIGHWAY 66,GALLUP,MC KINLEY,1
1/14/2021,RR-00034201,NMED,XTO ENERGY NASH,RAWHIDE RD,LOVING,EDDY,1
1/14/2021,RR-00034204,NMED,EL PINTO,10500 4TH ST NW,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034172,NMED,HOME DEPOT,2350 N MAIN ST,ROSWELL,CHAVES,1
1/14/2021,RR-00034185,NMED,UPS CUSTOMER CTR,1100 E BRADY AVE,CLOVIS,CURRY,1
1/14/2021,RR-00034189,DOH,LOS ALAMOS NATIONAL LABORATORY,PO BOX 1663,LOS ALAMOS,LOS ALAMOS,3
1/14/2021,RR-00034200,PED,OJO AMARILLO ELEMENTARY SCHOOL,NAVAJO RTE 3005,FRUITLAND,SAN JUAN,1
1/14/2021,RR-00034179,DOH,CALVARY CHAPEL ALBUQUERQUE,4001 OSUNA RD NE,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034181,PED,EVA B STOKELY ELEMENTARY SCHL,W HIGHWAY 64,SHIPROCK,SAN JUAN,1
1/14/2021,RR-00034170,PED,SOCORRO CONSOLIDATED SCHOOLS,700 FRANKLIN ST,SOCORRO,SOCORRO,1
1/14/2021,RR-00034182,NMED,HOME DEPOT,2350 N MAIN ST,ROSWELL,CHAVES,1
1/14/2021,RR-00034194,PED,MESA ELEMENTARY SCHOOL,4801 N NORRIS ST,CLOVIS,CURRY,1
1/14/2021,RR-00034193,NMED,JIFFY LUBE,67 OGO WII,SANTA FE,SANTA FE,1
1/14/2021,RR-00034173,PED,NANCY LOPEZ ELEMENTARY,1208 E BLAND ST,ROSWELL,CHAVES,1
1/14/2021,RR-00034217,NMED,FIDELITY INVESTMENTS,5401 WATSON DR,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034218,NMED,URBAN WELLNESS,2910 SAN MATEO BLVD NE # 5,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034216,NMED,FLYING STAR CAFE,8001 MENAUL BLVD NE,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034196,NMED,EDWARD JONES,906 COLONIAL PKWY,CLOVIS,CURRY,1
1/14/2021,RR-00034171,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,3
1/14/2021,RR-00034202,NMED,LEPRINO FOODS CO,5600 OMAHA RD,ROSWELL,CHAVES,2
1/14/2021,RR-00034183,PED,ESPANOLA PUBLIC SCHOOLS,405 HUNTER ST,ESPANOLA,RIO ARRIBA,1
1/14/2021,RR-00034219,CYFD,CONFIDENTIAL,CONFIDENTIAL,ALBUQUERQUE,BERNALILLO,1
1/14/2021,RR-00034203,PED,OCOTILLO ELEMENTARY,2106 CAPTAIN WILLIAMS LN,CARLSBAD,EDDY,1
1/14/2021,RR-00034187,PED,ALAMEDA ELEMENTARY SCHOOL,1325 N ALAMEDA BLVD,LAS CRUCES,DONA ANA,1
1/14/2021,RR-00034188,NMED,DBC INC,1 COLONY CT,SANTA FE,SANTA FE,1
1/14/2021,RR-00034192,DHI,COMFORT KEEPERS,1410 S MAIN ST,ROSWELL,CHAVES,1
1/14/2021,RR-00034205,PED,RATON HIGH SCHOOL,1535 TIGER CIR,RATON,COLFAX,1
1/14/2021,RR-00034197,NMED,WATSON TRUCK & SUPPLY,1501 N GRIMES ST,HOBBS,LEA,1
1/13/2021,RR-00033624,NMED,RPE PRODUCTIONS LLC,9201 PAN AMERICAN FWY NE,ALBUQUERQUE,BERNALILLO,2
1/13/2021,RR-00033623,NMED,RPE PRODUCTIONS LLC,9201 PAN AMERICAN FWY NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033627,NMED,TOWN OF TAOS-LANDFILL,24670 US 64,TAOS,TAOS,1
1/13/2021,RR-00033636,DHI,NEW MEXICO BEHAVIORAL HEALTH,3695 HOT SPRINGS BLVD,LAS VEGAS,SAN MIGUEL,1
1/13/2021,RR-00033643,NMED,SCEYE INC,50 GEORGE APPLEBAY WAY,MORIARTY,TORRANCE,1
1/13/2021,RR-00033655,NMED,WALMART NEIGHBORHOOD MARKET,9600 SAGE RD SW,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033625,NMED,CROSSFIRE LLC,25 HAGEN RD,SAN FELIPE,SANDOVAL,1
1/13/2021,RR-00033650,PED,ONATE HIGH SCHOOL,5700 MESA GRANDE DR,LAS CRUCES,DONA ANA,2
1/13/2021,RR-00033658,NMED,OTERO FEDERAL CREDIT UNION,1200 E TENTH ST,ALAMOGORDO,OTERO,1
1/13/2021,RR-00033628,NMED,PEPSI BEVERAGE,2400 N PRINCE ST,CLOVIS,CURRY,1
1/13/2021,RR-00033664,NMED,EMERGENCY MEDICAL SVC BUREAU,2500 CERRILLOS RD,SANTA FE,SANTA FE,1
1/13/2021,RR-00033626,NMED,DOLLAR TREE,370 EUBANK BLVD NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033665,NMED,WALMART SUPERCENTER,460 HIGHWAY 528,BERNALILLO,SANDOVAL,1
1/13/2021,RR-00033637,PED,ROBERT F KENNEDY CHARTER SCH,4300 BLAKE RD SW,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033645,NMED,MISTER CAR WASH,8100 SAN PEDRO DR NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033622,NMED,RIO RANCHO FIRE DEPT,1650 RIVERSIDE DR NE,RIO RANCHO,SANDOVAL,1
1/13/2021,RR-00033620,NMED,NORTHERN NEW MEXICO GAS CO,19 AGUA RD,ANGEL FIRE,COLFAX,1
1/13/2021,RR-00033661,NMED,BOOT BARN,4601 E MAIN ST # B,FARMINGTON,SAN JUAN,1
1/13/2021,RR-00033675,NMED,WNM COMMUNICATIONS,314 W YANKIE ST,SILVER CITY,GRANT,1
1/13/2021,RR-00033676,NMED,DEANS INC,409 COMMERCE RD,ARTESIA,EDDY,1
1/13/2021,RR-00033674,NMED,TSA,ALBUQUERQUE SUNPORT AIRPORT,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033666,NMED,WALMART SUPERCENTER,3800 N LOVINGTON HWY,HOBBS,LEA,2
1/13/2021,RR-00033691,NMED,IBEW,4921 ALEXANDER BLVD NE # A,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033687,NMED,WA FD BANK,221 W AZTEC AVE,GALLUP,MC KINLEY,1
1/13/2021,RR-00033668,NMED,ATTORNEY GENERAL,111 LOMAS BLVD NW # 300,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033678,NMED,ALLSUP'S CONVENIENCE STORE,1910 W MAIN ST,ARTESIA,EDDY,1
1/13/2021,RR-00033677,NMED,MESILLA VALLEY TRANSPORT,3590 W PICACHO AVE,LAS CRUCES,DONA ANA,1
1/13/2021,RR-00033685,PED,SAN JUAN ELEMENTARY SCHOOL,411 STATE ROAD 74,OHKAY OWINGEH,RIO ARRIBA,1
1/13/2021,RR-00033681,NMED,CITY OF LAS CRUCES,700 N MAIN ST,LAS CRUCES,DONA ANA,1
1/13/2021,RR-00033684,PED,RIO RANCHO PUBLIC SCHOOLS,500 LASER RD NE,RIO RANCHO,SANDOVAL,1
1/13/2021,RR-00033671,DHI,SOUTHWESTERN HOME HEALTH,408 N AUBURN AVE # B,FARMINGTON,SAN JUAN,1
1/13/2021,RR-00033679,NMED,COMMUNITY SERVICES CTR,1100 COMMUNITY WAY,PORTALES,ROOSEVELT,1
1/13/2021,RR-00033680,NMED,REGIONAL FINANCE CORP,101 W BROADWAY ST,HOBBS,LEA,1
1/13/2021,RR-00033670,NMED,MC DONALD'S,327 S CANAL ST,CARLSBAD,EDDY,1
1/13/2021,RR-00033694,ECECD,LITTLE CASTLE LEARNING & DEV,108 South 14th,Artesia,EDDY,1
1/13/2021,RR-00033696,PED,APS CITY CTR,6400 UPTOWN BLVD NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033639,PED,CORONADO ELEMENTARY SCHOOL,2600 N BRAZOS AVE,HOBBS,LEA,1
1/13/2021,RR-00033649,NMED,SAFELITE SOLUTIONS,4300 SAFELITE BLVD NE,RIO RANCHO,SANDOVAL,1
1/13/2021,RR-00033641,NMED,BERNALILLO COUNTY METROPOLITAN COURT,401 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033630,NMED,AARON'S,1221 MAIN ST SW,LOS LUNAS,VALENCIA,1
1/13/2021,RR-00033629,NMED,CABLE COM,8401 JEFFERSON ST NE # A,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033651,NMED,CECIL C SANDOVAL DDS,601 DALIES AVE,BELEN,VALENCIA,1
1/13/2021,RR-00033652,NMED,PNM SAN JUAN GENERATING STA,6800 N COUNTY RD,WATERFLOW,SAN JUAN,1
1/13/2021,RR-00033653,NMED,DISCOUNT TIRE,4600 PAN AMERICAN EAST FWY NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033640,NMED,TARGET,6100 PASEO DEL NORTE NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033647,DOH,EASTERN NEW MEXICO MEDICAL CTR,405 W COUNTRY CLUB RD,ROSWELL,CHAVES,1
1/13/2021,RR-00033648,PED,PICACHO MIDDLE SCHOOL,1040 N MOTEL BLVD,LAS CRUCES,DONA ANA,1
1/13/2021,RR-00033632,DOH,PRESBYTERIAN,1100 CENTRAL AVE SE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033672,PED,HARRISON MIDDLE SCHOOL,3912 ISLETA BLVD SW,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033646,NMED,GOODWILL,2601 N MAIN ST # A,ROSWELL,CHAVES,2
1/13/2021,RR-00033631,NMED,WILLIAM J SCHUMACHER & ASSOC,701 S VALLEY DR,LAS CRUCES,DONA ANA,1
1/13/2021,RR-00033635,DHI,NM BEHAVIORAL HEALTH INSTITUTE,3695 HOT SPRINGS BLVD,LAS VEGAS,SAN MIGUEL,1
1/13/2021,RR-00033657,NMED,DEL NORTE CREDIT UNION,1216 N PASEO DE ONATE,ESPANOLA,RIO ARRIBA,1
1/13/2021,RR-00033642,PED,ESPANOLA ELEMENTARY SCHOOL,420 N CORONADO AVE,ESPANOLA,RIO ARRIBA,1
1/13/2021,RR-00033662,NMED,INTREPID,210 RED CLOUD RD,CARLSBAD,EDDY,2
1/13/2021,RR-00033659,NMED,WALMART SUPERCENTER,3331 RINCONADA BLVD,LAS CRUCES,DONA ANA,1
1/13/2021,RR-00033669,NMED,LOVINGTON CONVENIENCE STATION,1002 S COMMERCIAL ST,LOVINGTON,LEA,1
1/13/2021,RR-00033660,NMED,INTREPID,210 RED CLOUD RD,CARLSBAD,EDDY,1
1/13/2021,RR-00033663,NMED,CURRY COUNTY SHERIFF,700 N MAIN ST # 4,CLOVIS,CURRY,1
1/13/2021,RR-00033633,NMED,SANTA FE STUDIOS,1 SANTA FE STUDIOS RD,SANTA FE,SANTA FE,1
1/13/2021,RR-00033634,NMED,UPS CUSTOMER CTR,2541 CAMINO ORTIZ,SANTA FE,SANTA FE,1
1/13/2021,RR-00033638,PED,BATAAN ELEMENTARY SCHOOL,2200 HIGHWAY 418 SW,DEMING,LUNA,1
1/13/2021,RR-00033654,NMED,FARMINGTON MUNICIPAL COURT,920 MUNICIPAL DR,FARMINGTON,SAN JUAN,1
1/13/2021,RR-00033644,NMED,BUFFALO WILD WINGS GRILL & BAR,2750 MALL DR # 600,LAS CRUCES,DONA ANA,1
1/13/2021,RR-00033656,NMED,HERITAGE REAL ESTATE GROUP,"201 Third St. NW , Suite 1150",Albuquerque,BERNALILLO,1
1/13/2021,RR-00033705,NMED,WALMART AUTO CARE CENTERS,2501 HIGHWAY 180 E,SILVER CITY,GRANT,1
1/13/2021,RR-00033707,NMED,WENDY'S,9601 MONTGOMERY BLVD NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033706,NMED,PEPSI BEVERAGES CO,34 W HISTORIC HIGHWAY 66,GALLUP,MC KINLEY,1
1/13/2021,RR-00033697,ALTSD,RETIREMENT RANCH,2221 DILLON RD,CLOVIS,CURRY,1
1/13/2021,RR-00033699,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
1/13/2021,RR-00033682,NMED,GALLUP CHILDREN'S DENTISTRY,802 US HIGHWAY 491,GALLUP,MC KINLEY,1
1/13/2021,RR-00033683,NMED,TUSONIX INC,4800 ALAMEDA BLVD NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033686,ALTSD,GENERATIONS PERSONAL CARE AGCY,942 SCHOFIELD LN,FARMINGTON,SAN JUAN,2
1/13/2021,RR-00033702,NMED,BLUE CROSS & BLUE SHIELD OF NM,5701 BALLOON FIESTA PKWY NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033700,NMED,BLAKE'S LOTABURGER,12345 CENTRAL AVE NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033701,DHI,LOVELACE HEALTH SYSTEM,4411 THE 25 WAY NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033703,NMED,WHOLE FOODS MARKET,5815 WYOMING BLVD NE,ALBUQUERQUE,BERNALILLO,3
1/13/2021,RR-00033688,NMED,4TH JUDICIAL DISTRICT ATTORNEY,1800 NEW MEXICO AVE,LAS VEGAS,SAN MIGUEL,2
1/13/2021,RR-00033692,NMED,DenMar Services Inc.,1300 W. Richey Avenue,Artesia,Eddy,1
1/13/2021,RR-00033704,DHI,HOME CARE ASSISTANCE,11000 SPAIN RD NE # B,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033690,PED,ANTHONY ELEMENTARY SCHOOL,609 CHURCH,ANTHONY,DONA ANA,1
1/13/2021,RR-00033693,DHI,SANDHILL CENTER,15 JEMEZ RD,LOS LUNAS,VALENCIA,1
1/13/2021,RR-00033698,NMED,BLAKE'S LOTABURGER,3201 ISLETA BLVD SW,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033695,NMED,SAFEWAY,730 W MAIN ST,FARMINGTON,SAN JUAN,1
1/13/2021,RR-00033689,PED,KIRTLAND CENTRAL HIGH SCHOOL,550 ROAD 6100,KIRTLAND,SAN JUAN,1
1/13/2021,RR-00033718,NMED,JAMES POLK STONE CMNTY BANK,1901 N MAIN ST,ROSWELL,CHAVES,1
1/13/2021,RR-00033727,NMED,HOBBS POLICE DEPT,300 N TURNER ST,HOBBS,LEA,1
1/13/2021,RR-00033717,NMED,RENT-A-CENTER,915 FARMINGTON AVE # C,FARMINGTON,SAN JUAN,1
1/13/2021,RR-00033720,DOH,LOS ALAMOS NATIONAL LABORATORY,PO BOX 1663,LOS ALAMOS,LOS ALAMOS,7
1/13/2021,RR-00033721,NMED,LSI,400 TIJERAS AVE NW # 750,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033730,PED,BERRENDO MIDDLE SCHOOL,800 MARION RICHARDS RD,ROSWELL,CHAVES,1
1/13/2021,RR-00033719,NMED,BLUE CROSS & BLUE SHIELD OF NM,5701 BALLOON FIESTA PKWY NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033729,NMED,CF COLLISION,4490 CERRILLOS RD,SANTA FE,SANTA FE,2
1/13/2021,RR-00033731,NMED,DUGAN PRODUCTION,709 E MURRAY DR,FARMINGTON,SAN JUAN,1
1/13/2021,RR-00033722,PED,DEL NORTE ELEMENTARY SCHOOL,2701 N GARDEN AVE,ROSWELL,CHAVES,1
1/13/2021,RR-00033712,NMED,CLASSIC EYEWEAR,113 W BROADWAY,FARMINGTON,SAN JUAN,1
1/13/2021,RR-00033713,NMED,CLASSIC EYEWEAR,113 W BROADWAY,FARMINGTON,SAN JUAN,1
1/13/2021,RR-00033740,DOH,ARTESIA GENERAL HOSPITAL,702 N 13TH ST,ARTESIA,EDDY,1
1/13/2021,RR-00033738,NMED,CONCRETE FRAME ASSOCIATES LLC,401 OLD TAOS HWY,SANTA FE,SANTA FE,1
1/13/2021,RR-00033760,NMED,TAOS COUNTY DISTRICT CLERK,105 ALBRIGHT ST # N,TAOS,TAOS,1
1/13/2021,RR-00033741,HED,CENTRAL NM COMMUNITY CLG-CNM,525 BUENA VISTA DR SE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033777,NMED,EMI TECHNOLOGIES INC,2200 N TELSHOR BLVD,LAS CRUCES,DONA ANA,2
1/13/2021,RR-00033781,DOH,MESILLA VALLEY HOSPITAL,3751 DEL REY BLVD,LAS CRUCES,DONA ANA,1
1/13/2021,RR-00033743,PED,RIO RANCHO PUBLIC SCHOOLS,500 LASER RD NE,RIO RANCHO,SANDOVAL,1
1/13/2021,RR-00033747,ECECD,TADPOLES DAYCARE LLC,2205 N ATKINSON AVE,ROSWELL,CHAVES,1
1/13/2021,RR-00033742,NMED,DILLARD'S,4601 E MAIN ST,FARMINGTON,SAN JUAN,1
1/13/2021,RR-00033761,NMED,OTHER MOTHERS CHILDRENS,5001 MONTGOMERY BLVD NE # A29,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033749,DHI,INTERIM HEALTH CARE,726 E MICHIGAN DR # 130,HOBBS,LEA,1
1/13/2021,RR-00033733,NMED,ABQ ORTHODONTICS,6401 LOS VOLCANES RD NW,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033724,ALTSD,BROOKDALE HOME HEALTH,300 VALENCIA DR SE # 111,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033739,NMED,AMERICAN SOCIETY-RADIOLOGIC,15000 CENTRAL AVE SE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033723,NMED,LEA COUNTY STATE BANK,1017 N TURNER ST,HOBBS,LEA,1
1/13/2021,RR-00033732,DOH,PRESBYTERIAN,1100 CENTRAL AVE SE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033744,HED,CENTRAL NM COMMUNITY CLG-CNM,525 BUENA VISTA DR SE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033734,NMED,WALMART NEIGHBORHOOD MARKET,8511 GOLF COURSE RD NW,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033745,NMED,BUFFALO WILD WINGS GRILL & BAR,1120 W JOE HARVEY BLVD,HOBBS,LEA,1
1/13/2021,RR-00033726,NMED,KRQE NEWS 13,13 BROADCAST PLZ SW,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033746,NMED,FARM CREDIT OF NEW MEXICO,5651 BALLOON FIESTA PKWY NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033737,NMED,SAULSBURY INDUSTRIES,MOBILE WORKSITE,MALAGA,EDDY,1
1/13/2021,RR-00033750,PED,MISSION AVENUE ELEMENTARY SCH,725 MISSION AVE NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033753,NMED,JMS LLC,2415 S TELSHOR BLVD,LAS CRUCES,DONA ANA,1
1/13/2021,RR-00033736,NMED,INTREPID,210 RED CLOUD RD,CARLSBAD,EDDY,2
1/13/2021,RR-00033728,NMED,MEWBOURNE OIL CO,4801 BUSINESS PARK BLVD,HOBBS,LEA,1
1/13/2021,RR-00033769,NMED,BEATY CONSTRUCTION CO,6219 CORONA AVE NE,ALBUQUERQUE,BERNALILLO,1
1/13/2021,RR-00033771,NMED,ENTERPRISE PRODUCTS,4211 South Telephone Pole Rd,HOBBS,LEA,1
1/13/2021,RR-00033751,NMED,NEW MEXICO DEPT OF PUBC SAFETY,520 S COMMERCE ST,LAS VEGAS,SAN MIGUEL,1
1/13/2021,RR-00033798,ECECD,CHILD CARE CASTLE PRESCHOOL,630 W ELM ST,FARMINGTON,SAN JUAN,1
1/13/2021,RR-00033772,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
1/13/2021,RR-00033765,NMED,KFC,US HIGHWAY 491 & US HIGHWAY 64,SHIPROCK,SAN JUAN,1
1/13/2021,RR-00033807,NMED,HOME DEPOT,952 RICHARDS AVE,SANTA FE,SANTA FE,1
1/13/2021,RR-00033806,NMED,WALMART SUPERCENTER,10224 COORS BYPASS NW,ALBUQUERQUE,BERNALILLO,2
1/13/2021,RR-00033748,NMED,WELLS FARGO BANK,901 ROUTE 66,MORIARTY,TORRANCE,1
1/13/2021,RR-00033794,ALTSD,CANYON TRANSITIONAL REHAB CTR,10101 LAGRIMA DE ORO RD NE,ALBUQUERQUE,BERNALILLO,2
1/13/2021,RR-00033809,NMED,PVT NETWORKS INC,4011 W MAIN ST,ARTESIA,EDDY,1
1/13/2021,RR-00033757,NMED,ST CLAIR WINERY & BISTRO,1720 AVENIDA DE MESILLA # B,LAS CRUCES,DONA ANA,1
1/13/2021,RR-00033786,NMED,CITY OF LAS CRUCES STREETS DEPT,1501 E HADLEY AVE,LAS CRUCES,DONA ANA,1
1/13/2021,RR-00033752,NMED,Bank of America,4330 PICABO ST NE,RIO RANCHO,SANDOVAL,2
